"ip","fetch_error","bogon","hostname","anycast","city","region","country","postal","loc","timezone","asn","asn_name","asn_domain","asn_route","asn_type","abuse_address","abuse_country","abuse_email","abuse_name","abuse_network","abuse_phone","company_name","company_domain","company_type","carrier_name","carrier_mcc","carrier_mnc","is_vpn","is_proxy","is_tor","is_relay","is_hosting","privacy_service"
"34.204.29.205",,,"ec2-34-204-29-205.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","34.192.0.0/12","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","34.192.0.0/10","+1-206-555-0000","Amazon Technologies Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"77.73.69.98",,,,,"Saint Petersburg","St.-Petersburg","RU","190000","59.9386,30.3141","Europe/Moscow","AS43317","FNK LLC","veesp.com","77.73.64.0/21","hosting","Tirgonu iela 17, LV-3401, Liepaja, LATVIA","LV","abuse@veesp.com","Abuse-C Role","77.73.64.0/21","+371 65506065","SIA VEESP","veesp.com","hosting",,,,false,false,false,false,true,""
"192.249.114.221",,,"ded5330.inmotionhosting.com",,"Los Angeles","California","US","90009","34.0522,-118.2437","America/Los_Angeles","AS22611","InMotion Hosting, Inc.","inmotionhosting.com","192.249.114.0/23","hosting","US, CA, El Segundo, 360 N. Pacific Coast Hwy, Suite 1055, 90245","US","abuse@inmotionhosting.com","Systems Team","192.249.112.0/20","+1-888-321-4678","InMotion Hosting, Inc.","inmotionhosting.com","hosting",,,,false,false,false,false,true,""
"104.26.10.170",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.26.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,true,false,false,true,""
"151.101.193.175",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS54113","Fastly, Inc.","fastly.com","151.101.192.0/22","hosting","US, CA, San Francisco, PO Box 78266, 94107","US","abuse@fastly.com","Abuse Account","151.101.0.0/16","+1-415-496-9353","Fastly, Inc.","fastly.com","hosting",,,,false,false,false,false,true,""
"151.101.65.28",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS54113","Fastly, Inc.","fastly.com","151.101.64.0/22","hosting","US, CA, San Francisco, PO Box 78266, 94107","US","abuse@fastly.com","Abuse Account","151.101.0.0/16","+1-415-496-9353","Fastly, Inc.","fastly.com","hosting",,,,false,false,false,false,true,""
"172.67.186.78",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.176.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"52.222.139.87",,,"server-52-222-139-87.ams50.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","52.222.136.0/21","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","52.222.128.0/17","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"15.200.221.70",,,"ec2-15-200-221-70.us-gov-west-1.compute.amazonaws.com",,"San Jose","California","US","95103","37.3394,-121.8950","America/Los_Angeles","AS8987","Amazon Data Services Ireland Ltd","amazon.com","15.200.0.0/16","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","15.200.0.0/16","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"74.124.198.101",,,,,"Los Angeles","California","US","90009","34.0522,-118.2437","America/Los_Angeles","AS22611","InMotion Hosting, Inc.","inmotionhosting.com","74.124.198.0/24","hosting","US, CA, El Segundo, 360 N. Pacific Coast Hwy, Suite 1055, 90245","US","abuse@inmotionhosting.com","Systems Team","74.124.197.0-74.124.198.255","+1-888-321-4678","InMotion Hosting, Inc.","inmotionhosting.com","hosting",,,,false,false,false,false,true,""
"104.18.34.52",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.18.34.0/24","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"12.34.100.45",,,"jennisondryden.com",,"Philadelphia","Pennsylvania","US","19146","39.9379,-75.1794","America/New_York","AS6253","The Prudential Insurance Company of America","prudential.com","12.34.100.0/24","business","US, NY, New York, Prudential Securities Inc., One New York Plaza, 10292","US","rtom@cs.prusec.com","Tom Richard","12.34.100.0/23","+1-212-778-3625","PRUDENTIAL","prudentialplc.com","business",,,,false,false,false,false,false,""
"160.153.138.10",,,"10.138.153.160.host.secureserver.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS21501","Host Europe GmbH","hosteurope.de","160.153.136.0/22","hosting","US, AZ, Tempe, 2155 E GoDaddy Way, 85284","US","abuse@godaddy.com","Abuse Department","160.153.0.0/16","+1-480-624-2505","GoDaddy.com, LLC","godaddy.com","hosting",,,,false,false,false,false,true,""
"137.184.70.21",,,,,"North Bergen","New Jersey","US","07047","40.8043,-74.0121","America/New_York","AS14061","DigitalOcean, LLC","digitalocean.com","137.184.64.0/20","hosting","US, NY, New York, 101, Ave of the Americas, 10013","US","abuse@digitalocean.com","DigitalOcean Abuse","137.184.0.0/16","+1-347-875-6044","DigitalOcean, LLC","digitalocean.com","hosting",,,,false,false,false,false,true,""
"50.87.253.218",,,"box2217.bluehost.com",,"Provo","Utah","US","84601","40.2338,-111.6585","America/Denver","AS46606","Unified Layer","endurance.com","50.87.0.0/16","hosting","US, UT, Provo, 1958 South 950 East, 84606","US","abuse@bluehost.com","Network Operations Center","50.87.192.0/18","+1-801-765-9400","Unified Layer","unifiedlayer.com","hosting",,,,false,false,false,false,true,""
"172.67.68.21",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.64.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"172.66.42.247",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.66.40.0/21","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"162.159.153.4",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","162.159.128.0/19","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","162.158.0.0/15","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"104.22.64.173",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.22.64.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"52.20.248.91",,,"ec2-52-20-248-91.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","52.20.0.0/14","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","52.0.0.0-52.79.255.255","+1-206-555-0000","Amazon Technologies Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"63.250.43.129",,,"ingress-earth.easywp.com",,"Phoenix","Arizona","US","85001","33.4484,-112.0740","America/Phoenix","AS22612","Namecheap, Inc.","namecheap.com","63.250.43.0/24","hosting","US, CA, Los Angeles, 11400 W. Olympic Blvd. Suite 200, 90064","US","abuse@namecheaphosting.com","Abuse team","63.250.32.0/20","+1-323-375-2822","Namecheap, Inc.","namecheap.com","hosting",,,,false,false,false,false,true,""
"104.26.12.44",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.26.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"172.64.152.174",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.64.152.0/24","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"52.22.159.252",,,"ec2-52-22-159-252.compute-1.amazonaws.com",,"Ashburn","Virginia","US","20147","39.0437,-77.4875","America/New_York","AS14618","Amazon.com, Inc.","amazon.com","52.20.0.0/14","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","52.0.0.0-52.79.255.255","+1-206-555-0000","Amazon Technologies Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"50.62.195.83",,,"83.195.62.50.host.secureserver.net",,"Phoenix","Arizona","US","85001","33.4484,-112.0740","America/Phoenix","AS26496","GoDaddy.com, LLC","godaddy.com","50.62.192.0/22","hosting","US, AZ, Tempe, 2155 E GoDaddy Way, 85284","US","abuse@godaddy.com","Abuse Department","50.62.0.0/15","+1-480-624-2505","GoDaddy.com, LLC","godaddy.com","hosting",,,,false,false,false,false,true,""
"104.18.248.84",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.18.240.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"35.166.117.121",,,"ec2-35-166-117-121.us-west-2.compute.amazonaws.com",,"Boardman","Oregon","US","97818","45.8399,-119.7006","America/Los_Angeles","AS16509","Amazon.com, Inc.","amazon.com","35.160.0.0/13","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","35.160.0.0/13","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"51.143.102.21",,,,,"Quincy","Washington","US","98848","47.2343,-119.8525","America/Los_Angeles","AS8075","Microsoft Corporation","microsoft.com","51.140.0.0/14","business","One Microsoft Way, Redmond, WA 98052","US","abuse@microsoft.com","Microsoft Abuse Contact","51.140.0.0-51.145.255.255","","Microsoft Limited UK","microsoft.com","hosting",,,,false,false,false,false,true,""
"151.101.65.195",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS54113","Fastly, Inc.","fastly.com","151.101.64.0/22","hosting","US, CA, San Francisco, PO Box 78266, 94107","US","abuse@fastly.com","Abuse Account","151.101.0.0/16","+1-415-496-9353","Fastly, Inc.","fastly.com","hosting",,,,false,false,false,false,true,""
"172.67.167.248",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.160.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"104.26.13.224",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","104.26.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","104.16.0.0/12","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"172.67.30.91",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.16.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"192.124.249.57",,,"cloudproxy10057.sucuri.net",true,"Menifee","California","US","92584","33.7283,-117.1464","America/Los_Angeles","AS30148","Sucuri","sucuri.net","192.124.249.0/24","hosting","US, AZ, TEMPE, 2155 E GODADDY  WAY, 85284","US","soc@sucuri.net","Security Operations Center","192.124.249.0/24","+1-951-234-3945","Sucuri","sucuri.net","hosting",,,,false,false,false,false,true,""
"52.59.165.42",,,"eu-ip-1.short.io",,"Frankfurt am Main","Hesse","DE","60326","50.1025,8.6299","Europe/Berlin","AS16509","Amazon.com, Inc.","amazon.com","52.58.0.0/15","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","52.58.0.0/15","+1-206-555-0000","A100 ROW GmbH","amazon.com","hosting",,,,false,false,false,false,true,""
"69.191.252.15",,,,,"New York City","New York","US","10004","40.7143,-74.0060","America/New_York","AS10361","Bloomberg, LP","bloomberg.com","69.191.252.0/24","business","US, NY, NEW YORK, 731 lexington Avenue, 10022","US","internic-admin@bloomberg.com","Internic-Admin","69.184.0.0/13","+1-212-318-2000","Bloomberg Financial Market","bloomberg.com","hosting",,,,false,false,false,false,true,""
"13.227.219.117",,,"server-13-227-219-117.ams54.r.cloudfront.net",,"Amsterdam","North Holland","NL","1012","52.3740,4.8897","Europe/Amsterdam","AS16509","Amazon.com, Inc.","amazon.com","13.227.216.0/21","hosting","US, WA, Seattle, Amazon Web Services Elastic Compute Cloud, EC2, 410 Terry Avenue North, 98109-5210","US","abuse@amazonaws.com","Amazon EC2 Abuse","13.224.0.0/14","+1-206-555-0000","Amazon.com, Inc.","amazon.com","hosting",,,,false,false,false,false,true,""
"169.61.31.50",,,"32.1f.3da9.ip4.static.sl-reverse.com",,"University Park","Texas","US","75225","32.8501,-96.8003","America/Chicago","AS36351","SoftLayer Technologies Inc.","softlayer.com","169.61.0.0/18","hosting","4849 Alpha Road, Dallas TX 75244 US","NL","abuse@softlayer.com","SoftLayer Abuse Dept","169.53.0.0-169.63.255.255","+1-281-714-3958","SoftLayer Technologies, Inc.","ibm.com","hosting",,,,false,false,false,false,true,""
"208.91.60.64",,,"cvrnews.com",,"Alexandria","Virginia","US","22314","38.8048,-77.0469","America/New_York","AS14244","NSI Hosting","datatility.com","208.91.60.0/24","hosting","US, DE, Dover, 8 The Green Suite #10493, 19901","US","systems@epublishing.com","System Administrators","208.91.60.0/22","+1-312-768-6800","ePublishing Inc","epublishing.com","business",,,,false,false,false,false,false,""
"34.139.196.223",,,"223.196.139.34.bc.googleusercontent.com",,"North Charleston","South Carolina","US","29415","32.8546,-79.9748","America/New_York","AS396982","Google LLC","google.com","34.139.192.0/20","hosting","US, CA, Mountain View, 1600 Amphitheatre Parkway, 94043","US","google-cloud-compliance@google.com","GC Abuse","34.128.0.0/10","+1-650-253-0000","Google LLC","google.com","hosting",,,,false,false,false,false,true,""
"172.67.207.54",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.192.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
"151.101.130.167",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS54113","Fastly, Inc.","fastly.com","151.101.128.0/22","hosting","US, CA, San Francisco, PO Box 78266, 94107","US","abuse@fastly.com","Abuse Account","151.101.0.0/16","+1-415-496-9353","Fastly, Inc.","fastly.com","hosting",,,,false,false,false,false,true,""
"34.86.85.56",,,"56.85.86.34.bc.googleusercontent.com",,"Washington","Washington, D.C.","US","20004","38.8951,-77.0364","America/New_York","AS396982","Google LLC","google.com","34.86.80.0/20","hosting","US, CA, Mountain View, 1600 Amphitheatre Parkway, 94043","US","google-cloud-compliance@google.com","GC Abuse","34.64.0.0/10","+1-650-253-0000","Google LLC","google.com","hosting",,,,false,false,false,false,true,""
"43.250.142.23",,,"s03ee.syd5.hostingplatform.net.au",,"Sydney","New South Wales","AU","1001","-33.8678,151.2073","Australia/Sydney","AS45638","SYNERGY WHOLESALE PTY LTD","synergywholesale.com","43.250.142.0/24","hosting","PO Box 119, Beaconsfield VIC 3807, Australia","AU","noc-abuse@nexigen.digital","Synergy Wholesale NOC","43.250.140.0/22","+61.390138464","SYNERGY WHOLESALE PTY LTD","synergywholesale.com","hosting",,,,false,false,false,false,true,""
"172.67.10.138",,,,true,"San Francisco","California","US","94107","37.7621,-122.3971","America/Los_Angeles","AS13335","Cloudflare, Inc.","cloudflare.com","172.67.0.0/20","hosting","US, CA, San Francisco, 101 Townsend Street, 94107","US","abuse@cloudflare.com","Abuse","172.64.0.0/13","+1-650-319-8930","Cloudflare, Inc.","cloudflare.com","hosting",,,,false,false,false,false,true,""
