b,d,n,r,u,c,a,q,domain,f,P,t,p
LC,moultrieobserver.com,Moultrie Observer,H,https://mediabiasfactcheck.com/moultrie-observer-bias/,H,L,[],moultrieobserver.com,,,,
FN,movingleft.com,Moving Left,L,https://mediabiasfactcheck.com/moving-left/,L,N,[],movingleft.com,,16.0,,
LC,mprnews.org,Minnesota Public Radio (MPR),H,https://mediabiasfactcheck.com/minnesota-public-radio-mpr/,H,M,[],mprnews.org,MPRnews,59.0,MPRNews,
R,mrc.org,Media Research Center (MRC),M,https://mediabiasfactcheck.com/media-research-center-mrc/,M,L,[],mrc.org,mediaresearchcenter,72.0,theMRC,
L,msmagazine.com,Ms. (Magazine),H,https://mediabiasfactcheck.com/ms-magazine/,H,M,[],msmagazine.com,None,74.0,msmagazine,
FN,msmlies.com,MSMLies.com,M,https://mediabiasfactcheck.com/msmlies-com/,L,L,"['PS', 'LT']",msmlies.com,,12.0,,
LC,msn.com,MSN.com,H,https://mediabiasfactcheck.com/msn-com/,H,H,[],msn.com,notifications,97.0,,
L,msnbc.com,MSNBC,M,https://mediabiasfactcheck.com/msnbc/,M,H,[],msnbc.com,msnbc,95.0,NBCNews,
RC,mtdemocrat.com,Mountain Democrat,H,https://mediabiasfactcheck.com/mountain-democrat/,H,L,[],mtdemocrat.com,,60.0,mtdemocratnews,
FN,mtonews.com,MTO News,L,https://mediabiasfactcheck.com/mto-news-bias/,L,H,"['PS', 'FFC', 'M']",mtonews.com,,,,
C,mtstandard.com,Montana Standard,H,https://mediabiasfactcheck.com/montana-standard/,H,M,[],mtstandard.com,montanastandard,69.0,MontanaStandard,
FN,munciereporter.com,Miuncie Reporter,M,https://mediabiasfactcheck.com/muncie-reporter/,L,L,"['LT', 'FC', 'IM']",munciereporter.com,,,,
LC,muncievoice.com,Middletown Media,M,https://mediabiasfactcheck.com/muncie-voice/,M,L,[],muncievoice.com,muncievoice,31.0,muncievoice,
CP,muricatoday.com,Murica Today,M,https://mediabiasfactcheck.com/murica-today/,L,N,[],muricatoday.com,,22.0,,
C,muscatinejournal.com,Muscatine Journal,H,https://mediabiasfactcheck.com/muscatine-journal-bias/,H,L,[],muscatinejournal.com,,,,
LC,muskokaregion.com/bracebridge-on,Bracebridge Examiner,H,https://mediabiasfactcheck.com/bracebridge-examiner-bias/,H,L,[],muskokaregion.com/bracebridge-on,,,,/bracebridge-on
LC,mwcnews.net,MWC News - Media With Conscience,H,https://mediabiasfactcheck.com/mwc-news-media-conscience/,H,N,[],mwcnews.net,mwcnews,45.0,,
RC,mycbs4.com,WNBW - Gainesville News,H,https://mediabiasfactcheck.com/wnbw-gainesville-news-bias/,H,L,[],mycbs4.com,,,,
LC,mycentraljersey.com,MyCentralJersey.com,H,https://mediabiasfactcheck.com/mycentraljersey-com/,H,M,[],mycentraljersey.com,,59.0,,
C,mychamplainvalley.com,WFFF - Burlington News,H,https://mediabiasfactcheck.com/wfff-burlington-news-bias/,H,M,[],mychamplainvalley.com,,,,
RC,mycouriertribune.com,Liberty Courier-Tribune,H,https://mediabiasfactcheck.com/liberty-courier-tribune-bias/,H,L,[],mycouriertribune.com,,,,
R,mydailyfreedom.com,My Daily Freedom,M,https://mediabiasfactcheck.com/trending-views/,M,L,[],mydailyfreedom.com,,47.0,,
RC,mydailyregister.com,Point Pleasant Register,H,https://mediabiasfactcheck.com/point-pleasant-register-bias/,H,L,[],mydailyregister.com,,,,
RC,mydailysentinel.com,Pomeroy Daily Sentinel,H,https://mediabiasfactcheck.com/pomeroy-daily-sentinel-bias/,H,L,[],mydailysentinel.com,,,,
RC,mydailytribune.com,Gallipolis Daily Tribune,H,https://mediabiasfactcheck.com/gallipolis-daily-tribune-bias/,H,L,[],mydailytribune.com,,,,
LC,myeasternshoremd.com/dorchester_star,Dorchester Star,H,https://mediabiasfactcheck.com/dorchester-star-bias/,H,L,[],myeasternshoremd.com/dorchester_star,,,,/dorchester_star
LC,myeasternshoremd.com/kent_county_news,Kent County News,H,https://mediabiasfactcheck.com/kent-county-news-bias/,H,L,[],myeasternshoremd.com/kent_county_news,,,,/kent_county_news
C,myeasternshoremd.com/qa,Kent Island Bay Times,H,https://mediabiasfactcheck.com/kent-island-bay-times-bias/,H,L,[],myeasternshoremd.com/qa,,,,/qa
RC,myfox28columbus.com,WTTE - Columbus News,H,https://mediabiasfactcheck.com/wtte-columbus-news/,H,L,[],myfox28columbus.com,,,,
C,myfox8.com,WGHP - Fox8,H,https://mediabiasfactcheck.com/wghp-fox8/,H,M,[],myfox8.com,,74.0,,
C,myfoxzone.com,KIDY - Fox West Texas,H,https://mediabiasfactcheck.com/kidy-fox-west-texas-bias/,H,L,[],myfoxzone.com,,,,
FN,mygoogle.ca,Nation45,VL,https://mediabiasfactcheck.com/nation45/,L,N,[],mygoogle.ca,,5.0,,
RC,myheraldreview.com,Herald/Review Media,H,https://mediabiasfactcheck.com/herald-review-media-bias/,H,L,[],myheraldreview.com,,,,
RC,myheraldreview.com/news/willcox,Wilcox Range News,H,https://mediabiasfactcheck.com/wilcox-range-news-bias/,H,L,[],myheraldreview.com/news/willcox,,,,/news/willcox
RC,mynbc15.com,WPMI - Mobile News,H,https://mediabiasfactcheck.com/wpmi-mobile-news/,H,M,[],mynbc15.com,,,,
C,mynbc5.com,WPTZ - Plattsburgh News,H,https://mediabiasfactcheck.com/wptz-plattsburgh-news-bias/,H,M,[],mynbc5.com,,,,
RC,mynews4.com,KRNV - Reno News,H,https://mediabiasfactcheck.com/krnv-reno-news-bias/,H,M,[],mynews4.com,,,,
FN,mynewsguru.com,The News Guru,L,https://mediabiasfactcheck.com/the-news-guru/,L,N,[],mynewsguru.com,groups/conservativepressclub,16.0,,
C,mynewsla.com,MyNewsLA.com,MF,https://mediabiasfactcheck.com/mynewsla-com/,H,M,[],mynewsla.com,,,,
RC,mynorthwest.com,MyNorthwest,H,https://mediabiasfactcheck.com/mynorthwest/,H,M,[],mynorthwest.com,mynorthwest,75.0,,
C,myrecordjournal.com,Meriden Record-Journal,H,https://mediabiasfactcheck.com/meriden-record-journal/,H,L,[],myrecordjournal.com,,,,
LC,myrgv.com,The Brownsville Herald,H,https://mediabiasfactcheck.com/the-brownsville-herald/,H,M,[],myrgv.com,,,,
FN,myrightamerica.com,My Right American,L,https://mediabiasfactcheck.com/my-right-american/,L,N,"['C', 'P', 'LT', 'M']",myrightamerica.com,RightAmerican,23.0,,
C,mysuncoast.com,WWSB - Sarasota,H,https://mediabiasfactcheck.com/wwsb-sarasota/,H,M,[],mysuncoast.com,,,,
C,mytwintiers.com,WETM - MyTwinTiers.com,H,https://mediabiasfactcheck.com/wetm/,H,M,[],mytwintiers.com,,62.0,,
FN,myzonetoday.com,My Zone Today,M,https://mediabiasfactcheck.com/myzonetoday/,L,N,[],myzonetoday.com,,9.0,,
L,naacp.org,National Association for the Advancement of Colored People (NAACP),H,https://mediabiasfactcheck.com/national-association-advancement-colored-people-naacp/,H,M,[],naacp.org,naacp,84.0,NAACP,
RC,nacion.com,La Nacion,MF,https://mediabiasfactcheck.com/la-nacion-bias/,H,H,[],nacion.com,,,,
LC,nakedcapitalism.com,Naked Capitalism,H,https://mediabiasfactcheck.com/naked-capitalism/,H,M,[],nakedcapitalism.com,,78.0,yvessmith,
L,nap-sack.org,Nap-Sack,M,https://mediabiasfactcheck.com/nap-sack/,M,N,[],nap-sack.org,,11.0,,
C,napavalleyregister.com,Napa Valley Register,H,https://mediabiasfactcheck.com/napa-valley-register/,H,M,[],napavalleyregister.com,NapaValleyRegister,75.0,NapaRegister,
FN,naplesstandard.com,Naples Standard,M,https://mediabiasfactcheck.com/naples-standard/,L,L,"['LT', 'FC', 'IM']",naplesstandard.com,,,,
FN,natall.com,National Alliance,VL,https://mediabiasfactcheck.com/national-alliance/,L,L,"['C', 'P', 'H']",natall.com,,48.0,,
LC,nation.africa,Daily Nation,M,https://mediabiasfactcheck.com/the-daily-nation/,M,H,[],nation.africa,,85.0,,
RC,nation.com.pk,The Nation Pakistan,M,https://mediabiasfactcheck.com/the-nation-pakistan/,M,M,[],nation.com.pk,thenationdaily,80.0,the_nation,
PS,nationalacademyofsciences.org,National Academy of Sciences (NAS),VH,https://mediabiasfactcheck.com/national-academy-of-sciences-nas/,H,N,[],nationalacademyofsciences.org,theNASciences,34.0,,
R,nationalcenter.org,National Center for Public Policy Research,M,https://mediabiasfactcheck.com/national-center-public-policy-research-ncppr/,M,L,[],nationalcenter.org,NCPPR,65.0,NationalCenter,
FN,nationaleconomicseditorial.com,National Economics Editorial,L,https://mediabiasfactcheck.com/national-economics-editorial/,L,L,[],nationaleconomicseditorial.com,NationalEconomicsEditorial,30.0,SPMorrison_,
FN,nationalenquirer.com,National Enquirer,L,https://mediabiasfactcheck.com/national-enquirer/,L,H,"['C', 'FN', 'PSE']",nationalenquirer.com,TheNationalEnquirer,82.0,NatEnquirer,
CP,nationalfile.com,National File,L,https://mediabiasfactcheck.com/national-file/,L,M,[],nationalfile.com,,48.0,,
PS,nationalgeographic.com,National Geographic,H,https://mediabiasfactcheck.com/national-geographic/,H,H,[],nationalgeographic.com,,97.0,NatGeo,
FN,nationalinsiders.com,National Insiders,L,https://mediabiasfactcheck.com/national-insiders-bias/,L,L,"['C', 'P', 'PS', 'LT']",nationalinsiders.com,,,,
RC,nationalinterest.org,National Interest,H,https://mediabiasfactcheck.com/national-interest/,H,H,[],nationalinterest.org,thenatlinterest,82.0,,
FN,nationalistreview.net,The Nationalist Review,L,https://mediabiasfactcheck.com/the-nationalist-review/,L,L,"['C', 'P', 'PS', 'LT', 'M']",nationalistreview.net,,28.0,,
LC,nationalnewswatch.com,National Newswatch,MF,https://mediabiasfactcheck.com/national-newswatch/,H,M,[],nationalnewswatch.com,,59.0,,
FN,nationalpolicy.institute,National Policy Institute,L,https://mediabiasfactcheck.com/national-policy-institute/,L,L,"['M', 'H']",nationalpolicy.institute,,34.0,,
RC,nationalpost.com,National Post,H,https://mediabiasfactcheck.com/national-post/,H,H,[],nationalpost.com,nationalpost,93.0,nationalpost,
S,nationalreport.net,National Report,,https://mediabiasfactcheck.com/national-report/,NA,N,[],nationalreport.net,NationalReportOnline,59.0,,
FN,nationalrighttolifenews.org,NRL News Today,L,https://mediabiasfactcheck.com/nrl-news-today/,L,L,"['C', 'P', 'PS', 'LT', 'FFC', 'FC', 'M']",nationalrighttolifenews.org,,40.0,,
CP,nationalsecurity.news,NationalSecurity.News,VL,https://mediabiasfactcheck.com/nationalsecurity-news/,L,L,[],nationalsecurity.news,,36.0,,
FN,nationalvanguard.org,National Vanguard,VL,https://mediabiasfactcheck.com/national-vanguard/,L,L,"['C', 'P', 'PS', 'LT', 'FFC', 'FC', 'M', 'H']",nationalvanguard.org,,54.0,,
FN,nationalzero.com,National Zero,M,https://mediabiasfactcheck.com/national-zero/,L,M,"['P', 'LT', 'M']",nationalzero.com,,,,
FN,nationandstate.com,Nation and State,L,https://mediabiasfactcheck.com/nation-and-state-bias/,L,L,"['C', 'P', 'PS', 'LT', 'FC', 'M', 'PG', 'PSE']",nationandstate.com,,,,
C,nationmaster.com,NationMaster,H,https://mediabiasfactcheck.com/nationmaster/,H,M,[],nationmaster.com,None,82.0,nationmaster,
FN,nationonenews.com,Nation One News,L,https://mediabiasfactcheck.com/nation-one-news/,L,N,[],nationonenews.com,,29.0,,
LC,natmonitor.com,National Monitor,H,https://mediabiasfactcheck.com/leftcenter/national-monitor/,H,L,[],natmonitor.com,nationalmonitor,38.0,,
CP,naturalawakeningsmag.com,Natural Awakenings Magazine,M,https://mediabiasfactcheck.com/natural-awakenings-magazine/,L,N,[],naturalawakeningsmag.com,NaturalAwakeningsMagazine,35.0,,
CP,naturalcures.com,NaturalCures.com,M,https://mediabiasfactcheck.com/natural-cures/,L,N,[],naturalcures.com,NaturalCuresinc,52.0,,
CP,naturalcuresnotmedicine.info,Natural Cures Not Medicine,L,https://mediabiasfactcheck.com/natural-cures-not-medicine/,L,N,[],naturalcuresnotmedicine.info,,8.0,,
CP,naturalhealth365.com,Natural Health 365,M,https://mediabiasfactcheck.com/natural-health-365/,L,M,[],naturalhealth365.com,NaturalHealth365com,72.0,thehealthguy,
CP,naturallysavvy.com,Naturally Savvy,M,https://mediabiasfactcheck.com/naturally-savvy/,L,N,[],naturallysavvy.com,NaturallySavvy,60.0,naturallysavvy,
CP,naturalmedicine.news,NaturalMedicine.News,VL,https://mediabiasfactcheck.com/naturalmedicine-news/,L,L,[],naturalmedicine.news,,37.0,,
CP,naturalmedicineteam.com,Natural Medicine Team,M,https://mediabiasfactcheck.com/natural-medicine-team/,L,N,[],naturalmedicineteam.com,,21.0,,
CP,naturalnews.com,Natural News,VL,https://mediabiasfactcheck.com/natural-news/,L,M,[],naturalnews.com,,89.0,healthranger,
CP,naturalnewsblogs.com,NaturalNewsBlogs,VL,https://mediabiasfactcheck.com/naturalnewsblogs/,L,L,[],naturalnewsblogs.com,,51.0,,
CP,naturalnewsradio.com,Natural News Radio,VL,https://mediabiasfactcheck.com/natural-news-radio/,L,L,[],naturalnewsradio.com,,25.0,,
CP,naturalpedia.com,NaturalPedia.com,VL,https://mediabiasfactcheck.com/naturalpedia-com/,L,L,[],naturalpedia.com,,39.0,,
CP,naturalsociety.com,Natural Society,M,https://mediabiasfactcheck.com/natural-society/,L,L,[],naturalsociety.com,NaturalSociety,72.0,naturalsociety,
FN,naturalstatenews.com,Natural State News,M,https://mediabiasfactcheck.com/natural-state-news/,L,L,"['LT', 'FC', 'IM']",naturalstatenews.com,,3.0,,
PS,nature.com,Nature,VH,https://mediabiasfactcheck.com/nature/,H,H,[],nature.com,NatureNews,96.0,nresearchnews,
FN,naturecoasttimes.com,Nature Coast Times,M,https://mediabiasfactcheck.com/nature-coast-times/,L,L,"['LT', 'FC', 'IM']",naturecoasttimes.com,,,,
FN,naugatucktimes.com,Naugutuck Times,M,https://mediabiasfactcheck.com/naugatuck-times/,L,L,"['LT', 'FC', 'IM']",naugatucktimes.com,,,,
PS,nautil.us,Nautilus Magazine,H,https://mediabiasfactcheck.com/nautilus-magazine/,H,M,[],nautil.us,NautilusMag,73.0,NautilusMag,
FN,navarroreport.com,Navarro Report,L,https://mediabiasfactcheck.com/navarro-report/,L,L,[],navarroreport.com,,,,
C,navytimes.com,Navy Times,H,https://mediabiasfactcheck.com/navy-times/,H,M,[],navytimes.com,,57.0,,
FN,nbc.com.co,NBC.com.co,VL,https://mediabiasfactcheck.com/nbc-com-co/,L,N,[],nbc.com.co,,33.0,,
C,nbc11news.com,11 News - KKCO,H,https://mediabiasfactcheck.com/11-news-kkco/,H,L,[],nbc11news.com,,,,
C,nbc12.com,WWBT - Richmond News,H,https://mediabiasfactcheck.com/wwbt-richmond-news-bias/,H,M,[],nbc12.com,,,,
C,nbc15.com,WMTV News,H,https://mediabiasfactcheck.com/wmtv-news/,H,M,[],nbc15.com,,,,
RC,nbc16.com,KMTR - NBC16 - Springfield,H,https://mediabiasfactcheck.com/kmtr-nbc16-springfield-bias/,H,M,[],nbc16.com,,,,
RC,nbc24.com,WNWO 24 News,H,https://mediabiasfactcheck.com/wnwo-24-news-bias/,H,M,[],nbc24.com,,,,
RC,nbc25news.com,WEYI - Saginaw News,H,https://mediabiasfactcheck.com/weyi-saginaw-news-bias/,H,M,[],nbc25news.com,,,,
C,nbc29.com,WVIR - Charlottesville,H,https://mediabiasfactcheck.com/wvir-charlottesville-bias/,H,M,[],nbc29.com,,,,
C,nbc4i.com,WCMH - Columbus,H,https://mediabiasfactcheck.com/wcmh-columbus-bias/,H,M,[],nbc4i.com,,,,
LC,nbcbayarea.com,KNTV - NBC Bay Area,H,https://mediabiasfactcheck.com/kntv-nbc-bay-area-bias/,H,H,[],nbcbayarea.com,,,,
LC,nbcboston.com,WBTS - NBC 10 - Boston,H,https://mediabiasfactcheck.com/wbts-nbc10-boston-bias/,H,M,[],nbcboston.com,,,,
LC,nbcchicago.com,NBC Chicago - WMAQ,H,https://mediabiasfactcheck.com/nbc-chicago-wmaq-bias/,H,H,[],nbcchicago.com,,,,
LC,nbcdfw.com,NBC 5 - Dallas - Fort Worth - KXAS,H,https://mediabiasfactcheck.com/nbc-5-dallas-fort-worth-kxas-bias/,H,H,[],nbcdfw.com,,,,
LC,nbclosangeles.com,NBC Los Angeles - KNBC,H,https://mediabiasfactcheck.com/nbc-los-angeles-knbc/,H,H,[],nbclosangeles.com,,62.0,,
LC,nbcmiami.com,WTVJ - NBC 6 - Miami,H,https://mediabiasfactcheck.com/wtvj-nbc-6-miami-bias/,H,H,[],nbcmiami.com,,,,
C,nbcnebraskascottsbluff.com,KNEP - Scottsbluff News,H,https://mediabiasfactcheck.com/knep-scottsbluff-news-bias/,H,L,[],nbcnebraskascottsbluff.com,,,,
LC,nbcnews.com,NBC News,H,https://mediabiasfactcheck.com/nbc-news/,H,H,[],nbcnews.com,nbcnews,85.0,NBCNews,
LC,nbcnewyork.com,NBCNewYork.com,H,https://mediabiasfactcheck.com/nbcnewyork-com/,H,M,[],nbcnewyork.com,NBCNewYork,68.0,NBCNewYork,
LC,nbcphiladelphia.com,NBC 10 Philadelphia - WCAU,H,https://mediabiasfactcheck.com/nbc-10-philadelphia-wcau-bias/,H,H,[],nbcphiladelphia.com,,,,
LC,nbcwashington.com,WRC-TV NBCWashington,H,https://mediabiasfactcheck.com/wrc-tv-nbc-washington/,H,M,[],nbcwashington.com,,,,
C,nber.org,National Bureau of Economic Research,H,https://mediabiasfactcheck.com/national-bureau-of-economic-research-nber/,H,L,[],nber.org,None,85.0,nberpubs,
FN,ncarkansasnews.com,North Central Arkansas News,M,https://mediabiasfactcheck.com/north-central-arkansas-news/,L,L,"['LT', 'FC', 'IM']",ncarkansasnews.com,,4.0,,
R,nccivitas.org,Civitas Institute,M,https://mediabiasfactcheck.com/civitas-institute/,M,L,[],nccivitas.org,CivitasInstitute,56.0,,
PS,ncdc.noaa.gov,National Centers for Environmental Information (NCEI),VH,https://mediabiasfactcheck.com/national-centers-environmental-information-ncei/,H,M,[],ncdc.noaa.gov,NOAANCEIclimate,89.0,NOAANCEIclimate,
FN,ncfloridanews.com,NC Florida News,M,https://mediabiasfactcheck.com/nc-florida-news/,L,L,"['LT', 'FC', 'IM']",ncfloridanews.com,,,,
FN,ncgeorgianews.com,NC Georgia News,M,https://mediabiasfactcheck.com/nc-georgia-news/,L,L,"['LT', 'FC', 'IM']",ncgeorgianews.com,,,,
FN,ncindiananews.com,NC Indiana News,M,https://mediabiasfactcheck.com/nc-indiana-news/,L,L,"['LT', 'FC', 'IM']",ncindiananews.com,,,,
FN,nckansasnews.com,NC Kansas News,M,https://mediabiasfactcheck.com/nc-kansas-news-bias/,L,L,"['LT', 'FC', 'IM']",nckansasnews.com,,,,
FN,nckentuckynews.com,NC Kentucky News,M,https://mediabiasfactcheck.com/nc-kentucky-news-bias/,L,L,"['LT', 'FC', 'IM']",nckentuckynews.com,,,,
FN,ncmassnews.com,NC Massachusetts News,M,https://mediabiasfactcheck.com/nc-massachusetts-news-bias/,L,L,"['LT', 'FC', 'IM']",ncmassnews.com,,,,
LC,ncnewsonline.com,New Castle News,H,https://mediabiasfactcheck.com/new-castle-news/,H,L,[],ncnewsonline.com,,42.0,,
L,ncpolicywatch.com,NC Policy Watch,MF,https://mediabiasfactcheck.com/nc-policy-watch/,M,L,[],ncpolicywatch.com,ncpolicywatch,61.0,ncpolicywatch,
R,ncregister.com,National Catholic Register,M,https://mediabiasfactcheck.com/national-catholic-register/,M,H,[],ncregister.com,,,,
PS,ncse.ngo,National Center for Science (NCSE),VH,https://mediabiasfactcheck.com/national-center-for-science-education-ncse/,H,M,[],ncse.ngo,,69.0,,
LC,ndtv.com,NDTV,M,https://mediabiasfactcheck.com/ndtv/,M,H,[],ndtv.com,ndtv,92.0,ndtv,
FN,nealabamanews.com,NE Alabama Courant,M,https://mediabiasfactcheck.com/ne-alabama-news/,L,N,"['LT', 'FC', 'IM']",nealabamanews.com,,6.0,,
FN,neatlantanews.com,NE Atlanta News,M,https://mediabiasfactcheck.com/ne-atlanta-news/,L,L,"['LT', 'FC', 'IM']",neatlantanews.com,,,,
RC,nebraska.tv,KWNB - NTV ABC,H,https://mediabiasfactcheck.com/kwnb-ntv-abc-bias/,H,M,[],nebraska.tv,,,,
FN,necalinews.com,NE Cali News,M,https://mediabiasfactcheck.com/ne-cali-news/,L,L,"['LT', 'FC', 'IM']",necalinews.com,,4.0,,
C,necn.com,New England Cable News (NECN),H,https://mediabiasfactcheck.com/new-england-cable-news-necn/,H,M,[],necn.com,necntv,77.0,NECN,
FN,necoloradonews.com,NE Colorado News,M,https://mediabiasfactcheck.com/ne-colorado-news/,L,L,[],necoloradonews.com,,,,
FN,neconnnews.com,NE Connecticut News,M,https://mediabiasfactcheck.com/ne-connecticut-news/,L,L,"['LT', 'FC', 'IM']",neconnnews.com,,,,
CP,needtoknow.news,Need to Know,L,https://mediabiasfactcheck.com/need-to-know/,L,L,[],needtoknow.news,GEdwardGriffin,46.0,need2knowdigest,
FN,nefloridanews.com,NE Florida News,M,https://mediabiasfactcheck.com/ne-florida-news/,L,L,"['LT', 'FC', 'IM']",nefloridanews.com,,,,
FN,neindiananews.com,NE Indiana News,M,https://mediabiasfactcheck.com/ne-indiana-news/,L,L,"['LT', 'FC', 'IM']",neindiananews.com,,,,
FN,neiowanews.com,NE Iowa News,M,https://mediabiasfactcheck.com/ne-iowa-news-bias/,L,L,"['LT', 'FC', 'IM']",neiowanews.com,,,,
PS,nejm.org,New England Journal of Medicine (NEJM),VH,https://mediabiasfactcheck.com/new-england-journal-of-medicine-nejm/,H,H,[],nejm.org,,72.0,,
FN,nekansasnews.com,NE Kansas News,M,https://mediabiasfactcheck.com/ne-kansas-news-bias/,L,L,"['LT', 'FC', 'IM']",nekansasnews.com,,,,
FN,nekentuckynews.com,NE Kentucky News,M,https://mediabiasfactcheck.com/ne-kentucky-news-bias/,L,L,"['LT', 'FC', 'IM']",nekentuckynews.com,,,,
FN,nelouisiananews.com,NE Louisiana News,H,https://mediabiasfactcheck.com/ne-louisiana-news-bias/,L,L,"['LT', 'FC', 'IM']",nelouisiananews.com,,,,
CP,neonnettle.com,Neon Nettle,L,https://mediabiasfactcheck.com/neon-nettle/,L,M,[],neonnettle.com,neonnettle,58.0,neonnettle,
FN,nesacramentonews.com,NE Sacramento News,M,https://mediabiasfactcheck.com/ne-sacramento-news/,L,L,"['LT', 'FC', 'IM']",nesacramentonews.com,,4.0,,
CP,neuronation.com,NeuroNation,M,https://mediabiasfactcheck.com/neuronation/,L,M,[],neuronation.com,,,,
PS,neurosciencenews.com,Neuroscience News,H,https://mediabiasfactcheck.com/neuroscience-news/,H,M,[],neurosciencenews.com,NeuroscienceNews,69.0,NeuroscienceNew,
FN,nevalleytimes.com,NE Valley Times,M,https://mediabiasfactcheck.com/ne-valley-times/,L,L,"['LT', 'FC', 'IM']",nevalleytimes.com,,2.0,,
FN,nevo.news,Nevo News,L,https://mediabiasfactcheck.com/nevo-news/,L,N,[],nevo.news,,21.0,,
LC,newamerica.org,New America,H,https://mediabiasfactcheck.com/new-america/,H,M,[],newamerica.org,NewAmerica,83.0,NewAmerica,
